"id","user_id","city_id","service_id","title","description","price","image_1","image_2","image_3","featured","active","address","landmark","views","created_at","updated_at","name","category_id"
"25","19","755","10","Red Star Express Fedex Plc","Red Star Express Fedex Plc is a logistic company in Zaria Road,Opposite Nepa Office, Gusau, Zamfara, Nigeria. We are mainly involved in courier’s services, cargo services, cleaning forwarding services, ship brokering, air and sea freighting and logistic services.","1000.00","unavailable.png","unavailable.png","unavailable.png","0","1"," Zaria RoadOpposite Nepa Office Gada Biyu Gusau Zamfara Nigeria","nan","1","2019-09-09 16:23:35","2022-10-15 07:45:34","Cargo Services,Transport Services,Travel","8"
"28","20","755","11","Sidi Sons Zamfara","nan","1000.00","unavailable.png","unavailable.png","unavailable.png","0","1"," Shop  9/10 Kantin  Daji  Zamfara - Gusau Gada Biyu Gusau Zamfara Nigeria","nan","1","2019-09-09 16:23:35","2022-10-15 07:45:39","Marketing","9"
"29","21","755","12","Federal Information Centre","nan","1000.00","unavailable.png","unavailable.png","unavailable.png","0","1"," Ibo Road Canteen Area Gada Biyu Gusau Zamfara Nigeria","nan","1","2019-09-09 16:23:35","2022-10-15 07:45:43","Federal Government Regulatory Offices,Government Offices","10"
"31","23","760","13","Nekmark International Global Limited","nan","1000.00","unavailable.png","unavailable.png","unavailable.png","0","1","10, Zamfara Plaza, Zuma, Zurmi, Zamfara, Nigeria","nan","34","2019-09-09 16:23:35","2025-02-14 12:09:18","Equipments,Healthcare,Hospitals","11"
"34","26","755","14","Arewa Rent Colection Nigeria Limited","nan","1000.00","unavailable.png","unavailable.png","unavailable.png","0","1"," Sanni Abacha Road Gada Biyu Gusau Zamfara Nigeria","Beside AP Filling Station","1","2019-09-09 16:23:35","2022-10-15 07:45:51","Property,Real Estate Agents","12"
"36","28","755","15","Sonic Holdings","nan","1000.00","unavailable.png","unavailable.png","unavailable.png","0","1"," Sanni Abacha Way Gada Biyu Gusau Zamfara Nigeria","Opp. Agip Filling Station","1","2019-09-09 16:23:36","2022-10-15 07:45:54","Furniture & Fittings","13"
"38","30","755","16","S A Egbo And Company","
","1000.00","unavailable.png","unavailable.png","unavailable.png","0","1","Suite 23 & 24, Chief Olusegun Obasanjo Drive, J.B.Yakubu Secretariat Road, Gusau, Zamfara, Nigeria","Near Zamfara State Government House","1","2019-09-09 16:23:36","2022-10-15 07:45:57","Law,Law Firms & Solicitors","14"
"39","31","759","17","Mothercat Nigeria Limited","nan","1000.00","unavailable.png","unavailable.png","unavailable.png","0","1"," Sokoto-Rima River Basin Development Authority Premises  Talata Mafara Zamfara Nigeria","nan","102","2019-09-09 16:23:36","2025-02-06 20:39:17","Civil Engineering,Construction,Electrical Engineering","15"
"42","34","755","18","Queensway Aluminium Company Limited","Queensway Aluminium Company Limited is located in , Gusau, Zamfara. Our company is mainly into aluminium,Building Materials,Building Materials & Plumbing Materials and offering Polyurethane Insulated Roofing Sheets, Roofing.
 If you have any questions, do feel free to contact us on the details in our profile or view our website for more details.","1000.00","unavailable.png","unavailable.png","unavailable.png","0","1","2, Gidan Sambo, Sani Abacha Way, Gada Biyu, Gusau, Zamfara, Nigeria","nan","4","2019-09-09 16:23:36","2023-04-23 11:11:14","aluminium,Building Materials,Building Materials & Plumbing Materials","16"
"48","38","755","19","Zenith Bank Plc","nan","1000.00","unavailable.png","unavailable.png","unavailable.png","0","1","49, Sani Abacha Road, Gada Biyu, Gusau, Zamfara, Nigeria","nan","10","2019-09-09 16:23:37","2024-12-24 22:04:11","ATMs,Banks,Microfinance Banks","3"
"51","39","755","20","Alhaji J Suleiman And Sons Nigeria Limited","Alhaji J Suleiman And Sons Nigeria Limited is located in , Gusau, Zamfara. Our company is mainly into Audio Visual Equipments,Electronics,Equipments and offering Air Condition, Fridges, Deep Freezer, Freezers, Home Theatre Systems.
 If you have any questions, do feel free to contact us on the details in our profile or view our website for more details.","1000.00","unavailable.png","unavailable.png","unavailable.png","0","1","CP5, Canteen Road, Gada Biyu, Gusau, Zamfara, Nigeria","Opp. U.B.A. Bank","2","2019-09-09 16:23:37","2023-04-24 09:05:29","Audio Visual Equipments,Electronics,Equipments","17"
"54","37","756","19","Ecobank Nigeria Plc","EcoBank Nigeria Plc commonly referred by ECO Bank Nigeria is a pan-Africa commercial bank operating in many African countries office in Shinkafi Road, Kaura Namoda, Zamfara, Nigeria. Our objective is to provide quality services in banking. Our services are personal banking, business banking & loans, corporate banking, loans, micro-finance and investment etc. to our clients.","1000.00","unavailable.png","unavailable.png","unavailable.png","0","1","10, Shinkafi Road, Kaura, Kaura Namoda, Zamfara, Nigeria","nan","1","2019-09-09 16:23:37","2022-10-15 14:41:25","ATMs,Banks,Microfinance Banks","3"
"57","37","755","19","Ecobank Nigeria Plc","EcoBank Nigeria Plc commonly referred by ECO Bank Nigeria is a pan-Africa commercial bank operating in many African countries office in Federal College Of Education (Technical Gusau - Cash Centre), Gusau, Zamfara, Nigeria. Our objective is to provide quality services in banking. Our services are personal banking, business banking & loans, corporate banking, loans, micro-finance and investment etc. to our clients.","1000.00","unavailable.png","unavailable.png","unavailable.png","0","1"," Federal College Of Education (Technical Gusau - Cash Centre) Gada Biyu Gusau Zamfara Nigeria","nan","3","2019-09-09 16:23:37","2025-01-05 08:27:51","ATMs,Banks,Microfinance Banks","3"
"60","37","759","19","Ecobank Nigeria Plc","EcoBank Nigeria Plc commonly referred by ECO Bank Nigeria is a pan-Africa commercial bank operating in many African countries office in  Along Sokoto Zaria Road, Talata Mafara, Zamfara, Nigeria. Our objective is to provide quality services in banking. Our services are personal banking, business banking & loans, corporate banking, loans, micro-finance and investment etc. to our clients.","1000.00","unavailable.png","unavailable.png","unavailable.png","0","1","Plot 7, Along Sokoto Zaria Road,  Talata Mafara, Zamfara, Nigeria","nan","1","2019-09-09 16:23:37","2022-10-15 14:41:28","ATMs,Banks,Microfinance Banks","3"
"64","42","755","21","Nigeria Immigration Service","nan","1000.00","unavailable.png","unavailable.png","unavailable.png","0","1"," Near Government House Gada Biyu Gusau Zamfara Nigeria","nan","0","2019-09-09 16:23:37","2019-09-09 16:23:37","Federal Government Regulatory Offices,Government Offices,Immigration Consultants","10"
"66","43","756","22","Kalia Consult","nan","1000.00","unavailable.png","unavailable.png","unavailable.png","0","1"," Care Off Department Oof Federal Polytechnic Kaura Kaura Namoda Zamfara Nigeria","nan","0","2019-09-09 16:23:37","2019-09-09 16:23:37","General Merchandise,Imports & Exports","18"
"68","45","762","23","A F Communicaton","nan","1000.00","unavailable.png","unavailable.png","unavailable.png","0","1"," Cikin Karma Okuma Tsafe Tsafe Zamfara Nigeria","nan","0","2019-09-09 16:23:37","2019-09-09 16:23:37","Mobile Phone Accessories,Recharge Card Dealers,Sim Card Dealers","19"
"70","47","762","23","A F Communicaton","nan","1000.00","unavailable.png","unavailable.png","unavailable.png","0","1"," Cikin Karma Okuma Tsafe Tsafe Zamfara Nigeria","nan","0","2019-09-09 16:23:38","2019-09-09 16:23:38","Mobile Phone Accessories,Recharge Card Dealers,Sim Card Dealers","19"
"72","49","755","24","Ona S Akhaluola And Company","nan","1000.00","unavailable.png","unavailable.png","unavailable.png","0","1"," Government House Road Gada Biyu Gusau Zamfara Nigeria","nan","58","2019-09-09 16:23:38","2025-01-17 08:57:14","Property,Property Valuers,Real Estate Agents","12"
"75","52","755","25","Federal College Of Education","nan","1000.00","unavailable.png","unavailable.png","unavailable.png","0","1"," Gusau Gada Biyu Gusau Zamfara Nigeria","nan","25","2019-09-09 16:23:38","2025-01-26 21:01:28","Colleges,Education","20"
"76","53","755","19","Skye Bank Plc","Skye Bank Plc commonly known as Skye Bank is a commercial bank in Nigeria and it is one of the 26th commercial bank licensed by banking regulator office in Kartin Road, Gusau, Zamfara, Nigeria. We are commercial bank, serving individuals, small and medium-sized companies, as well as large corporations and organizations. Our services are individual banking and e banking, deposit accounts, finance to corporates and SME’s etc.","1000.00","unavailable.png","unavailable.png","unavailable.png","0","1","33, Kartin Road, Gada Biyu, Gusau, Zamfara, Nigeria","nan","0","2019-09-09 16:23:38","2019-09-09 16:23:38","ATMs,Banks,Microfinance Banks","3"
"79","54","755","26","Ysm Oil Company Limited","nan","1000.00","unavailable.png","unavailable.png","unavailable.png","0","1","3, Gusau-Sokoto Road, Gada Biyu, Gusau, Zamfara, Nigeria","Opp.Post Office Maru","0","2019-09-09 16:23:38","2019-09-09 16:23:38","Oil & Gas","21"
"80","55","755","27","Nta Gusau Channel 9","NTA Gusau channel 9 is a government own TV channel provide broadcast and network TV stations and services in Nigeria office in Gusau, Zamfara, Nigeria.","1000.00","unavailable.png","unavailable.png","unavailable.png","0","1"," Zaria Road Gada Biyu Gusau Zamfara Nigeria","nan","0","2019-09-09 16:23:38","2019-09-09 16:23:38","Media Communication,TV Stations","22"
"82","57","755","28","Madanian Stores","Madanian Stores is located in Yaryara, Gusau, Zamfara. Our company is mainly into Beverages,Building Materials & Plumbing Materials,cement and offering Cement, Sim Cards.
 If you have any questions, do feel free to contact us on the details in our profile or view our website for more details.","1000.00","unavailable.png","unavailable.png","unavailable.png","0","1","36, Alhaji Sama'Ina Road, Yaryara, Gusau, Zamfara, Nigeria","nan","3","2019-09-09 16:23:39","2023-04-23 11:11:16","Beverages,Building Materials & Plumbing Materials,cement","23"
"88","61","755","30","Khemsafe Computers And Communications Limited","Khemsafe Computers And Communications Limited is located in , Gusau, Zamfara. Our company is mainly into computer hardware,Information Technology,Manufacturing and offering Computer,Mobile Phones, Telecom Services,Networking.
 If you have any questions, do feel free to contact us on the details in our profile or view our website for more details.","1000.00","unavailable.png","unavailable.png","unavailable.png","0","1"," Sanni Abacha Shopping Complex Gada Biyu Gusau Zamfara Nigeria","nan","10","2019-09-09 16:23:39","2023-01-13 00:00:10","computer hardware,Information Technology,Manufacturing","25"
"91","62","755","31","Aba Printing Press","nan","1000.00","unavailable.png","unavailable.png","unavailable.png","0","1"," Ibo Road Gada Biyu Gusau Zamfara Nigeria","Beside PHNC","0","2019-09-09 16:23:39","2019-09-09 16:23:39","Security Equipment Sales and Services","26"
"92","63","755","32","Aminu Bungudu Motors","nan","1000.00","unavailable.png","unavailable.png","unavailable.png","0","1"," Beside Govt House Gada Biyu Gusau Zamfara Nigeria","nan","8","2019-09-09 16:23:39","2024-01-28 09:53:54","Auto Dealers (Four Wheelers),Automobile","27"
"95","65","755","33","B Fine Design","nan","1000.00","unavailable.png","unavailable.png","unavailable.png","0","1"," GusauZamfara Gada Biyu Gusau Zamfara Nigeria","nan","0","2019-09-09 16:23:39","2019-09-09 16:23:39","Clothing,Tailors","28"
"96","66","756","34","Namoda Secondary School","nan","1000.00","unavailable.png","unavailable.png","unavailable.png","0","1"," Galadima Area Kaura Kaura Namoda Zamfara Nigeria","nan","0","2019-09-09 16:23:40","2019-09-09 16:23:40","Education,Secondary Schools","29"
"98","68","759","35","Mai Starcomms Movies","nan","1000.00","unavailable.png","unavailable.png","unavailable.png","0","1"," Kai Chi Emir Road  Talata Mafara Zamfara Nigeria","nan","1","2019-09-09 16:23:40","2024-01-28 07:13:51","CD & DVD Rentals,Entertainment,Video Libraries","30"
"101","71","755","36","Passion View Solutions Limited","nan","1000.00","unavailable.png","unavailable.png","unavailable.png","0","1","1st Floor, Gidan Sambo, Gusau, Gusau, Zamfara, Nigeria","nan","0","2019-09-09 16:23:40","2019-09-09 16:23:40","Human Resource Consultants & Recruitment,Human Resources","31"
"103","72","755","10","Red Star Express Fedex Plc","Red Star Express Fedex Plc is a logistic company in Zaria Road, Gusau, Zamfara, Nigeria. We are mainly involved in courier’s services, cargo services, cleaning forwarding services, ship brokering, air and sea freighting and logistic services.","1000.00","unavailable.png","unavailable.png","unavailable.png","0","1","12, Zaria Road, Gada Biyu, Gusau, Zamfara, Nigeria","Before Friday Mosque","0","2019-09-09 16:23:40","2019-09-09 16:23:40","Cargo Services,Transport Services,Travel","8"
"107","75","755","37","Impeccable Being Workshop","nan","1000.00","unavailable.png","unavailable.png","unavailable.png","0","1"," Barrack Junction Gada Biyu Gusau Zamfara Nigeria","nan","0","2019-09-09 16:23:40","2019-09-09 16:23:40","Mobile Phone Accessories,Mobile Phone Repairs,Recharge Card Dealers","19"
"111","76","755","3","Guaranty Trust Bank Plc","Guaranty Trust Bank Plc commonly known as GTB or GTBank is a bank in Nigeria office in Sanni Abacha Way, Gusau, Zamfara, Nigeria. We provide commercial and other banking services, serving individuals, small and medium-sized companies, as well as large corporations and organizations. Our services are individual banking and e banking, deposit accounts, finance to corporates and SME’s etc.","1000.00","unavailable.png","unavailable.png","unavailable.png","0","1","5, Sanni Abacha Way, Gada Biyu, Gusau, Zamfara, Nigeria","nan","0","2019-09-09 16:23:41","2019-09-09 16:23:41","ATMs,Banking And Finance,Banks","3"
"114","38","759","19","Zenith Bank Plc","nan","1000.00","unavailable.png","unavailable.png","unavailable.png","0","1"," Along Sokoto Gusau Road  Talata Mafara Zamfara Nigeria","nan","30","2019-09-09 16:23:41","2025-01-25 07:31:08","ATMs,Banks,Microfinance Banks","3"
"116","77","759","38","Unity Bank Plc","Unity Bank Plc is one of the Nigeria’s leading retail banks office in Gusau Road, Talata Mafara, Zamfara, Nigeria. Our objective is to provide quality retail banking, corporate banking, cards, agri business, foreign operations services, personal banking, investments etc. ","1000.00","unavailable.png","unavailable.png","unavailable.png","0","1"," Gusau Road  Talata Mafara Zamfara Nigeria","nan","1","2019-09-09 16:23:41","2022-10-15 14:41:36","ATMs,Banks,Consulting","3"
"121","77","755","38","Unity Bank Plc","Unity Bank Plc is one of the Nigeria’s leading retail banks office in Canteen Road, Gusau, Zamfara, Nigeria. Our objective is to provide quality retail banking, corporate banking, cards, agri business, foreign operations services, personal banking, investments etc. ","1000.00","unavailable.png","unavailable.png","unavailable.png","0","1","5, Canteen Road, Gada Biyu, Gusau, Zamfara, Nigeria","nan","2","2019-09-09 16:23:41","2022-10-15 14:41:38","ATMs,Banks,Consulting","3"
"125","79","756","39","B B Kaura","nan","1000.00","unavailable.png","unavailable.png","unavailable.png","0","1"," Sakir Ibrahim Kaya Resident Kaura Kaura Namoda Zamfara Nigeria","nan","31","2019-09-09 16:23:41","2025-01-17 07:47:59","CD & DVD Rentals,Cosmetic Product,Entertainment","30"
"128","82","755","40","Ddgus And Sons","nan","1000.00","unavailable.png","unavailable.png","unavailable.png","0","1"," Gusau Market Gada Biyu Gusau Zamfara Nigeria","nan","0","2019-09-09 16:23:41","2019-09-09 16:23:41","Clothing,Sewing Material Dealers","28"
"129","83","755","19","United Bank For Africa Plc","nan","1000.00","unavailable.png","unavailable.png","unavailable.png","0","1"," Zaria Road Gada Biyu Gusau Zamfara Nigeria","nan","0","2019-09-09 16:23:41","2019-09-09 16:23:41","ATMs,Banks,Microfinance Banks","3"
"136","84","762","41","Dangote Group Of Company","Dangote Group Of Company is located in Tsafe, Tsafe, Zamfara. Our company is mainly into Building Materials & Plumbing Materials,cement,Drugs and offering Cement.
 If you have any questions, do feel free to contact us on the details in our profile or view our website for more details.","1000.00","unavailable.png","unavailable.png","unavailable.png","0","1"," School Of Technology Tsafe Tsafe Zamfara Nigeria","nan","36","2019-09-09 16:23:42","2025-02-14 10:12:18","Building Materials & Plumbing Materials,cement,Drugs","32"
"138","85","755","29","Waves Cafe And Business Centre","nan","1000.00","unavailable.png","unavailable.png","unavailable.png","0","1"," Behind Delight Supermarket Tudun Wada Gusau Zamfara Nigeria","nan","0","2019-09-09 16:23:42","2019-09-09 16:23:42","Business Centres,Cyber Cafes,Office Services","24"
"144","89","755","43","Zamfaraonline Net","Zamfaraonline Net is located in Gusau, Gusau, Zamfara. Our company is mainly into Online Media, Media Communication and offering Direct Marketing, Online Promotion. If you have any questions, do feel free to contact us on the details in our profile or view our website for more details.","1000.00","unavailable.png","unavailable.png","unavailable.png","0","1"," Zamfara Plaza Gusau Gusau Zamfara Nigeria","By Olusegun Obasanjo Drive","1","2019-09-09 16:23:42","2022-10-15 14:41:43","Media Communication,Online Media","22"
"146","91","755","44","Dona Electricals","Dona Electricals is located in Tudun Wada, Gusau, Zamfara. Our company is mainly into Electrical Equipment Dealers,Energy,Equipments and offering Electrical Asesesories, High Tension Materials, Transformer.
 If you have any questions, do feel free to contact us on the details in our profile or view our website for more details.","1000.00","unavailable.png","unavailable.png","unavailable.png","0","1","5, Amadu Bello Way, Tudun Wada, Gusau, Zamfara, Nigeria","nan","2","2019-09-09 16:23:42","2023-04-24 09:05:29","Electrical Equipment Dealers,Energy,Equipments","33"
"149","92","760","45","Federal Road Safety Commission (FRSC)","FRSC is the lead Agency in Nigeria on Road Safety administration and management","1000.00","unavailable.png","unavailable.png","unavailable.png","0","1","KM 60, Kaura Namoda Unit Command, Zuma, Zurmi, Zamfara, Nigeria","nan","0","2019-09-09 16:23:42","2019-09-09 16:23:42","Auto Services,Automobile,Construction","34"
"152","93","755","46","Rosetex World Of Clothing And Interior Decoration","Rosetex World Of Clothing And Interior Decoration is located in Tudun Wada, Gusau, Zamfara. Our company is mainly into Furniture,Furniture & Fittings,Manufacturing and offering Foreign Furniture, Formica Laminates Furniture Fittings, Office Furniture And Fittings, Interior Security.
 If you have any questions, do feel free to contact us on the details in our profile or view our website for more details.","1000.00","unavailable.png","unavailable.png","unavailable.png","0","1"," Kaura Namoda Road Tudun Wada Gusau Zamfara Nigeria","nan","3","2019-09-09 16:23:42","2022-10-15 15:09:02","Furniture,Furniture & Fittings,Manufacturing","35"
"154","93","755","46","Rosetex World Of Clothing And Interior Decoration","Rosetex World Of Clothing And Interior Decoration is located in Tudun Wada, Gusau, Zamfara. Our company is mainly into Furniture,Furniture & Fittings,Manufacturing and offering Foreign Furniture, Formica Laminates Furniture Fittings, Office Furniture And Fittings, Interior Security.
 If you have any questions, do feel free to contact us on the details in our profile or view our website for more details.","1000.00","unavailable.png","unavailable.png","unavailable.png","0","1"," Kaura Namoda Road Tudun Wada Gusau Zamfara Nigeria","nan","6","2019-09-09 16:23:43","2024-10-30 06:55:25","Furniture,Furniture & Fittings,Manufacturing","35"
"156","95","755","47","Femtops Game House Limited","Femtops Game House Limited is located in Gusau, Gusau, Zamfara. Our company is mainly into Game Centre,Playstation Games and offering Play Station Game.
 If you have any questions, do feel free to contact us on the details in our profile or view our website for more details.","1000.00","unavailable.png","unavailable.png","unavailable.png","0","1"," Tundun wada federal low cost Gusau Gusau Gusau Zamfara Nigeria","nan","18","2019-09-09 16:23:43","2025-02-05 11:03:46","Game Centre,Playstation Games","36"
"157","96","756","48","Ifeanyi Investment Company","Ifeanyi Investment Company is located in , Kaura Namoda, Zamfara. Our company is mainly into Electricians,Electronic Repair,Electronics Equipments and offering Laboratory Equipments, Servicing Of Electrical Equipments, Supply And Installation Of Electronics Equipments, Electrical Equipment Repair.
 If you have any questions, do feel free to contact us on the details in our profile or view our website for more details.","1000.00","unavailable.png","unavailable.png","unavailable.png","0","1"," Kaura Namoda Kaura Kaura Namoda Zamfara Nigeria","nan","53","2019-09-09 16:23:43","2025-02-01 07:19:57","Electricians,Electronic Repair,Electronics Equipments","37"
"162","99","755","49","Abdlbaq And Sons General Enterprises Limited","nan","1000.00","unavailable.png","unavailable.png","unavailable.png","0","1","41, General Abdulsalam Housng Estate, Gada Biyu, Gusau, Zamfara, Nigeria","Bypass Gusau","26","2019-09-09 16:23:43","2024-12-15 14:21:22","Agriculture & Farms,Livestock,Manufacturing","38"
"164","101","755","50","Zamfaraonline Net","Zamfaraonline Net is located in , Gusau, Zamfara. Our company is mainly into Media and Entertainment,Printers & Publishers,Security Equipment Sales and Services and offering Printing And Publishing, Promotional Printing.
 If you have any questions, do feel free to contact us on the details in our profile or view our website for more details.","1000.00","unavailable.png","unavailable.png","unavailable.png","0","1","Suite 28, Zamfara Plaza, Olusegun Obasanjo Drive, Gada Biyu, Gusau, Zamfara, Nigeria","nan","29","2019-09-09 16:23:43","2024-11-09 20:56:25","Media and Entertainment,Printers & Publishers,Security Equipment Sales and Services","39"
"166","103","762","45","Federal Road Safety Commission (FRSC)","FRSC is the lead Agency in Nigeria on Road Safety administration and management","1000.00","unavailable.png","unavailable.png","unavailable.png","0","1"," Tsafe Tsafe Tsafe Zamfara Nigeria","nan","0","2019-09-09 16:23:43","2019-09-09 16:23:43","Auto Services,Automobile,Construction","34"
"168","105","762","45","Federal Road Safety Commission (FRSC)","FRSC is the lead Agency in Nigeria on Road Safety administration and management","1000.00","unavailable.png","unavailable.png","unavailable.png","0","1","Tsafe Tsafe Tsafe Zamfara Nigeria","nan","0","2019-09-09 16:23:44","2020-12-17 22:36:41","Auto Services,Automobile,Construction","34"
"169","106","762","51","School Of Health Technology","<p style=""text-align:justify"">School Of Health Technology offer&nbsp; master&rsquo;s, and doctoral degrees in both clinical and non-clinical areas that include athletic training, clinical laboratory sciences, health science, occupational therapy, physician assistant, physical therapy, respiratory care, healthcare quality and patient safety and applied health informatics;</p>

<p style=""text-align:justify"">We also offer an adapted aquatics program as a minor and non-credit certificate programs in anesthesia technology, EMT paramedic, medical dosimetry, nuclear medicine, phlebotomy, polysomnographic technology, and radiologic technology.</p>

<p style=""text-align:justify"">&nbsp;</p>
","1000.00","unavailable.png","unavailable.png","unavailable.png","0","1"," Tsafe Town  Tsafe Zamfara Nigeria","Along Zaira Road, Behind GSS Tsafe","19","2019-09-09 16:23:44","2024-12-06 05:22:43","Education,School Of Health Technology,Tertiary Institution","29"
"172","107","755","52","Multiple Fortunes Impact Limited","Multiple Fortunes Impact Limited is located in Gasau, Gusau, Zamfara. Our company is mainly into Agricultural Product,Agriculture & Farms,Clothing and offering Cotton Fabrics, Cotton For Export, Cotton Suppliers, Cotton Supply To Exporters, Cotton Supply To Textile Industries.
 If you have any questions, do feel free to contact us on the details in our profile or view our website for more details.","1000.00","unavailable.png","unavailable.png","unavailable.png","0","1","Flat 1 Ground Floor, Gidan Sambo, Gasau, Gusau, Zamfara, Nigeria","nan","2","2019-09-09 16:23:44","2024-07-04 08:53:12","Agricultural Product,Agriculture & Farms,Clothing","40"
"175","108","756","53","Event Master","Event Master is located in Kaura, Kaura Namoda, Zamfara. Our company is mainly into Wedding Planners, Event Decorators and offering Catering, Event Decoration, Wedding Event Planing. If you have any questions, do feel free to contact us on the details in our profile or view our website for more details.","1000.00","unavailable.png","unavailable.png","unavailable.png","0","1"," Sabon Gari Kaura Kaura Namoda Zamfara Nigeria","nan","0","2019-09-09 16:23:44","2019-09-09 16:23:44","Catering Institutes,Education,Event Decorators","41"
"179","109","755","54","Biscuit","Biscuit is located in , Gusau, Zamfara. Our company is mainly into Provision Stores,Stores and offering Provision Store.
 If you have any questions, do feel free to contact us on the details in our profile or view our website for more details.","1000.00","unavailable.png","unavailable.png","unavailable.png","0","1","4, Zaria Road, Gada Biyu, Gusau, Zamfara, Nigeria","nan","0","2019-09-09 16:23:44","2019-09-09 16:23:44","Provision Stores,Stores","42"
"180","110","502","55","Smg Prints And Corporate Services","Printing, General printing","1000.00","unavailable.png","unavailable.png","unavailable.png","0","1"," Tudun Wada Gusau Paiko Idimu Alimosho Zamfara Nigeria","nan","1","2019-09-09 16:23:44","2025-01-02 14:35:39","Art & Design,Art Galleries,Graphic Designers","43"
"183","111","502","46","Al Iklas Furniture","Al Iklas Furniture is located in , Gusau, Zamfara. Our company is mainly into Furniture,Furniture & Fittings,Manufacturing and offering Furniture, Furniture And Carpentry Works.
 If you have any questions, do feel free to contact us on the details in our profile or view our website for more details.","1000.00","unavailable.png","unavailable.png","unavailable.png","0","1"," Unguwar Danlatu Paiko Idimu Alimosho Zamfara Nigeria","nan","1","2019-09-09 16:23:44","2022-10-15 15:09:10","Furniture,Furniture & Fittings,Manufacturing","35"
